requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
1811,AC Motor,EQ10440,1997,Fan/Blower Driving,Blast Furnace,1,Havells,M245,D315S,2.2 KW,2.23,2.2,2.48,750,Intermittent (S3),415,3.32,2024-02-03,11:52:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-68087,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2024-02-03 00:00:00,2024-02-13 00:00:00,operator_17,supervisor_05
1812,AC Motor,EQ10285,2013,Conveyor Belt,Blast Furnace,1,Kirloskar,E735,D200L,15.0 KW,15.17,15.0,17.92,3000,Short Time (S2),440,22.39,2023-12-03,14:50:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,1,AC Motor,11,N/A,CLOSED,2023-12-03 00:00:00,2023-12-28 00:00:00,operator_01,supervisor_07
1813,Blower Motor,EQ10291,2002,Rolling Mill Drive,Blast Furnace,1,ABB,M410,D90L,11.0 KW,11.12,11.0,13.14,3000,Continuous (S1),415,19.01,2024-05-16,12:41:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,1,6205 2RS,CLOSED,2024-05-16 00:00:00,2024-06-12 00:00:00,operator_03,supervisor_05
1814,Compressor Motor,EQ10325,1995,Rolling Mill Drive,Wire Rod Mill,1,Havells,H829,D315M,5.5 KW,5.4,5.5,6.38,3000,Short Time (S2),440,8.0,2024-11-25,19:54:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-47988,Bearing 6305 2RS,2,Bearing Replacement,6,Compressor Motor,3,6305 2RS,CLOSED,2024-11-25 00:00:00,2024-12-04 00:00:00,operator_12,supervisor_06
1815,AC Motor,EQ10184,2012,Mixer Agitator,Power Plant,1,Siemens,K432,D280M,1.1 KW,1.12,1.1,1.24,3000,Continuous (S1),440,1.64,2025-04-15,17:54:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-43094,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,1,6205 2RS,DISPATCHED,2025-04-15 00:00:00,2025-05-14 00:00:00,operator_03,supervisor_05
1816,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,S466,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2023-09-01,11:02:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",3,General Overhaul,2,DC Motor,10,22210 E,CLOSED,2023-09-01 00:00:00,2023-09-19 00:00:00,operator_19,supervisor_06
1817,AC Motor,EQ10487,1998,Hydraulic Press,Bar Mill,1,Kirloskar,D813,D180L,11.0 KW,10.9,11.0,13.08,1500,Continuous (S1),440,16.71,2023-10-10,09:42:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,2,6206 2RS,DISPATCHED,2023-10-10 00:00:00,2023-10-20 00:00:00,operator_06,supervisor_01
1818,DC Motor,EQ10222,2012,Conveyor Belt,Blast Furnace,1,ABB,K571,D180L,45.0 KW,45.64,45.0,53.45,1500,Short Time (S2),415,71.61,2024-04-19,18:20:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,2,DC Motor,6,6308 2RS,CLOSED,2024-04-19 00:00:00,2024-05-02 00:00:00,operator_13,supervisor_01
1819,Pump Motor,EQ10132,2005,Cooling Tower Fan,Power Plant,1,Havells,D511,D160M,55.0 KW,54.71,55.0,62.53,1500,Continuous (S1),415,86.13,2023-06-23,06:23:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,3,Pump Motor,10,22210 E,CLOSED,2023-06-23 00:00:00,2023-07-05 00:00:00,operator_12,supervisor_02
1820,Pump Motor,EQ10423,2007,Crane Hoisting,Cold Rolling Mill,1,GE,D310,D280S,30.0 KW,30.31,30.0,35.71,1500,Short Time (S2),415,51.71,2024-06-21,08:25:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-35762,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,1,6205 2RS,CLOSED,2024-06-21 00:00:00,2024-07-13 00:00:00,operator_06,supervisor_04
1821,AC Motor,EQ10243,2017,Mixer Agitator,Hot Strip Mill,1,WEG,H401,D315S,15.0 KW,14.77,15.0,18.08,1000,Continuous (S1),415,25.91,2023-05-02,15:33:00,Foundation bolt loose causing vibration,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,9,7206 B,DISPATCHED,2023-05-02 00:00:00,2023-05-17 00:00:00,operator_19,supervisor_06
1822,AC Motor,EQ10359,2006,Fan/Blower Driving,Coke Oven Plant,1,Bharat Bijlee,D843,D160L,45.0 KW,45.81,45.0,52.42,1500,Continuous with Intermittent Load (S6),415,75.51,2024-04-30,16:54:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-33054,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,1,6205 2RS,CLOSED,2024-04-30 00:00:00,2024-05-12 00:00:00,operator_07,supervisor_04
1823,Crane Motor,EQ10016,2014,Hydraulic Press,Power Plant,1,Havells,E808,D100L,110.0 KW,110.36,110.0,122.42,3000,Continuous (S1),3300,21.78,2025-12-24,18:51:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-94548,"Grease, Cleaning agents",5,Insulation Repair,5,Crane Motor,6,6308 2RS,CLOSED,2025-12-24 00:00:00,2025-12-28 00:00:00,operator_15,supervisor_05
1824,DC Motor,EQ10409,2009,Hydraulic Press,Sinter Plant,1,GE,E576,D225M,37.0 KW,36.29,37.0,42.88,1500,Continuous (S1),440,53.75,2024-06-30,10:11:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-59092,"Grease, Cleaning agents",6,Shaft Repair,2,DC Motor,5,6307 2RS,CLOSED,2024-06-30 00:00:00,2024-07-22 00:00:00,operator_04,supervisor_04
1825,Pump Motor,EQ10236,2002,Fan/Blower Driving,Bar Mill,1,Crompton Greaves,K435,D132S,11.0 KW,11.18,11.0,13.18,3000,Intermittent (S3),415,18.21,2024-08-22,13:47:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,3,Pump Motor,5,6307 2RS,DISPATCHED,2024-08-22 00:00:00,2024-09-12 00:00:00,operator_01,supervisor_05
1826,Pump Motor,EQ10091,2022,Pump Driving,Sinter Plant,1,Bharat Bijlee,E502,D180M,11.0 KW,11.06,11.0,12.19,3000,Continuous (S1),415,17.46,2024-05-22,10:40:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,4,6306 2RS,CLOSED,2024-05-22 00:00:00,2024-06-10 00:00:00,operator_06,supervisor_07
1827,AC Motor,EQ10487,1998,Hydraulic Press,Bar Mill,1,Kirloskar,M159,D180L,11.0 KW,10.9,11.0,13.08,1500,Continuous (S1),440,16.71,2023-12-08,08:47:00,Surface tracking on insulation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-59662,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,CLOSED,2023-12-08 00:00:00,2023-12-24 00:00:00,operator_05,supervisor_03
1828,Compressor Motor,EQ10289,2005,Rolling Mill Drive,Hot Strip Mill,1,ABB,K618,D355L,90.0 KW,88.96,90.0,104.83,750,Continuous (S1),3300,17.55,2025-04-15,20:16:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,6,Compressor Motor,7,NU 206,CLOSED,2025-04-15 00:00:00,2025-04-28 00:00:00,operator_13,supervisor_04
1829,AC Motor,EQ10184,2012,Mixer Agitator,Power Plant,1,Siemens,E632,D280M,1.1 KW,1.12,1.1,1.24,3000,Continuous (S1),440,1.64,2024-02-25,09:50:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2024-02-25 00:00:00,2024-03-12 00:00:00,operator_17,supervisor_07
1830,AC Motor,EQ10088,1995,Compressor Driving,Power Plant,1,ABB,E919,D80,15.0 KW,14.9,15.0,17.45,1500,Continuous (S1),440,21.96,2025-03-22,19:22:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-38381,"Grease, Cleaning agents",3,General Overhaul,1,AC Motor,11,N/A,CLOSED,2025-03-22 00:00:00,2025-04-04 00:00:00,operator_09,supervisor_01
1831,Blower Motor,EQ10494,2009,Hydraulic Press,Bar Mill,1,Crompton Greaves,K351,D280M,18.5 KW,18.76,18.5,21.47,750,Continuous (S1),440,29.16,2025-07-22,08:31:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-53642,Bearing 22210 E,2,Bearing Replacement,4,Blower Motor,10,22210 E,CLOSED,2025-07-22 00:00:00,2025-08-16 00:00:00,operator_10,supervisor_07
1832,Crane Motor,EQ10240,1995,Crane Hoisting,Power Plant,1,Crompton Greaves,S102,D132S,250.0 KW,249.23,250.0,279.58,1500,Continuous (S1),3300,50.62,2024-11-20,18:51:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-71295,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,11,N/A,DISPATCHED,2024-11-20 00:00:00,2024-12-10 00:00:00,operator_16,supervisor_02
1833,Crane Motor,EQ10016,2014,Hydraulic Press,Power Plant,1,Havells,S309,D100L,110.0 KW,110.36,110.0,122.42,3000,Continuous (S1),3300,21.78,2024-06-17,09:46:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,7,NU 206,DISPATCHED,2024-06-17 00:00:00,2024-07-11 00:00:00,operator_05,supervisor_05
1834,AC Motor,EQ10080,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,E874,D132S,15.0 KW,14.94,15.0,17.03,1500,Periodic (S5),3300,3.11,2024-04-04,15:33:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-20447,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,6,6308 2RS,CLOSED,2024-04-04 00:00:00,2024-04-08 00:00:00,operator_10,supervisor_02
1835,Blower Motor,EQ10432,2019,Crane Hoisting,Sinter Plant,1,Siemens,S554,D315M,1.5 KW,1.52,1.5,1.77,1500,Continuous (S1),440,2.31,2023-01-14,18:18:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-57497,Bearing 6205 2RS,2,Bearing Replacement,4,Blower Motor,1,6205 2RS,CLOSED,2023-01-14 00:00:00,2023-01-28 00:00:00,operator_08,supervisor_04
1836,Pump Motor,EQ10071,2006,Hydraulic Press,Sinter Plant,1,Crompton Greaves,M641,D355M,22.0 KW,21.98,22.0,25.21,1500,Continuous (S1),415,35.19,2025-01-24,09:31:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 206,2,Bearing Replacement,3,Pump Motor,7,NU 206,CLOSED,2025-01-24 00:00:00,2025-01-29 00:00:00,operator_16,supervisor_05
1837,AC Motor,EQ10092,2021,Fan/Blower Driving,Cold Rolling Mill,1,Remi,E812,D180M,45.0 KW,44.5,45.0,49.91,1000,Continuous (S1),440,63.69,2023-04-11,06:30:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-57612,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2023-04-11 00:00:00,2023-04-19 00:00:00,operator_08,supervisor_03
1838,DC Motor,EQ10077,1995,Mixer Agitator,Sinter Plant,1,Siemens,S384,D200L,5.5 KW,5.43,5.5,5.99,3000,Continuous (S1),415,8.35,2025-06-16,20:08:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-36314,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,11,N/A,CLOSED,2025-06-16 00:00:00,2025-06-17 00:00:00,operator_19,supervisor_02
1839,Pump Motor,EQ10286,2008,Fan/Blower Driving,Power Plant,1,Crompton Greaves,E379,D200L,30.0 KW,30.17,30.0,34.15,3000,Continuous (S1),3300,6.17,2025-07-18,13:21:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-11403,Bearing 22210 E,2,Bearing Replacement,3,Pump Motor,10,22210 E,DISPATCHED,2025-07-18 00:00:00,2025-08-15 00:00:00,operator_18,supervisor_04
1840,AC Motor,EQ10214,2000,Pump Driving,Wire Rod Mill,1,WEG,E809,D315M,2.2 KW,2.16,2.2,2.46,750,Continuous (S1),415,3.36,2025-02-22,18:26:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2025-02-22 00:00:00,2025-03-05 00:00:00,operator_14,supervisor_02
1841,AC Motor,EQ10331,2014,Cooling Tower Fan,Blast Furnace,1,Havells,K424,D160M,45.0 KW,45.89,45.0,53.12,1500,Continuous (S1),415,70.81,2024-07-03,09:28:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2024-07-03 00:00:00,2024-07-19 00:00:00,operator_07,supervisor_03
1842,AC Motor,EQ10445,2022,Cooling Tower Fan,Blast Furnace,1,WEG,S111,D160M,11.0 KW,11.08,11.0,11.98,1500,Intermittent (S3),415,16.23,2024-10-28,18:06:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-45394,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,DISPATCHED,2024-10-28 00:00:00,2024-11-04 00:00:00,operator_13,supervisor_04
1843,AC Motor,EQ10085,1999,Pump Driving,Bar Mill,1,WEG,M335,D250M,11.0 KW,11.01,11.0,13.33,1500,Short Time (S2),440,17.41,2024-09-16,13:14:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-48464,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2024-09-16 00:00:00,2024-09-21 00:00:00,operator_09,supervisor_01
1844,Blower Motor,EQ10250,1999,Hydraulic Press,Sinter Plant,1,Havells,K725,D90L,500.0 KW,499.0,500.0,548.56,3000,Periodic (S5),3300,91.29,2023-10-10,14:45:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-72782,"Grease, Cleaning agents",6,Shaft Repair,4,Blower Motor,5,6307 2RS,CLOSED,2023-10-10 00:00:00,2023-10-16 00:00:00,operator_15,supervisor_06
1845,Blower Motor,EQ10139,2023,Conveyor Belt,Hot Strip Mill,1,Bharat Bijlee,S343,D132M,7.5 KW,7.45,7.5,8.24,1000,Periodic (S5),415,11.85,2023-05-16,14:17:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-45166,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,DISPATCHED,2023-05-16 00:00:00,2023-06-10 00:00:00,operator_06,supervisor_04
1846,Blower Motor,EQ10383,1998,Compressor Driving,Cold Rolling Mill,1,Siemens,K898,D100L,30.0 KW,30.35,30.0,35.26,1500,Periodic (S5),415,48.94,2025-12-26,15:55:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,4,Blower Motor,10,22210 E,CLOSED,2025-12-26 00:00:00,2025-12-31 00:00:00,operator_07,supervisor_05
1847,Crane Motor,EQ10217,1999,Rolling Mill Drive,Sinter Plant,1,Siemens,D814,D132S,7.5 KW,7.49,7.5,8.2,1500,Short Time (S2),415,11.15,2023-06-03,13:38:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,5,Crane Motor,1,6205 2RS,CLOSED,2023-06-03 00:00:00,2023-06-25 00:00:00,operator_07,supervisor_03
1848,Pump Motor,EQ10456,2015,Cooling Tower Fan,Coke Oven Plant,1,Siemens,E547,D160M,500.0 KW,503.93,500.0,547.6,1500,Intermittent (S3),3300,91.25,2025-12-08,16:28:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,11,N/A,CLOSED,2025-12-08 00:00:00,2025-12-19 00:00:00,operator_09,supervisor_03
1849,AC Motor,EQ10362,2010,Conveyor Belt,Coke Oven Plant,1,Siemens,E965,D355M,37.0 KW,36.37,37.0,43.11,1000,Continuous (S1),3300,7.58,2025-09-23,06:26:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,DISPATCHED,2025-09-23 00:00:00,2025-10-22 00:00:00,operator_12,supervisor_04
1850,Blower Motor,EQ10078,2018,Conveyor Belt,Hot Strip Mill,1,Kirloskar,D925,D132M,1.5 KW,1.48,1.5,1.68,1500,Continuous (S1),415,2.25,2023-05-28,20:04:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,DISPATCHED,2023-05-28 00:00:00,2023-06-19 00:00:00,operator_18,supervisor_02
1851,AC Motor,EQ10179,1998,Cooling Tower Fan,Wire Rod Mill,1,Siemens,S645,D280S,3.7 KW,3.68,3.7,4.47,3000,Continuous with Intermittent Load (S6),415,5.96,2025-03-04,21:59:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,CLOSED,2025-03-04 00:00:00,2025-03-21 00:00:00,operator_06,supervisor_03
1852,DC Motor,EQ10447,1999,Cooling Tower Fan,Hot Strip Mill,1,ABB,H215,D180M,5.5 KW,5.56,5.5,6.17,750,Intermittent (S3),440,7.91,2023-08-26,13:24:00,Air gap irregularity detected,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,6,6308 2RS,CLOSED,2023-08-26 00:00:00,2023-09-17 00:00:00,operator_15,supervisor_06
1853,Pump Motor,EQ10317,1996,Crane Hoisting,Blast Furnace,1,Bharat Bijlee,K530,D100L,37.0 KW,37.59,37.0,43.43,750,Periodic (S5),3300,7.55,2025-03-08,09:53:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,2,6206 2RS,CLOSED,2025-03-08 00:00:00,2025-03-31 00:00:00,operator_14,supervisor_03
1854,DC Motor,EQ10098,2003,Conveyor Belt,Coke Oven Plant,1,Bharat Bijlee,H273,D112M,7.5 KW,7.4,7.5,8.3,1500,Intermittent (S3),415,11.42,2024-06-29,14:48:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,1,6205 2RS,DISPATCHED,2024-06-29 00:00:00,2024-07-28 00:00:00,operator_12,supervisor_07
1855,AC Motor,EQ10488,2021,Fan/Blower Driving,Bar Mill,1,Crompton Greaves,K359,D280M,7.5 KW,7.4,7.5,8.31,1500,Intermittent (S3),415,11.15,2025-11-12,17:58:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2025-11-12 00:00:00,2025-11-16 00:00:00,operator_08,supervisor_06
1856,Pump Motor,EQ10412,1998,Fan/Blower Driving,Wire Rod Mill,1,Crompton Greaves,H800,D200L,3.7 KW,3.66,3.7,4.19,1500,Continuous (S1),440,5.33,2023-06-04,12:58:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-19407,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,2,6206 2RS,DISPATCHED,2023-06-04 00:00:00,2023-06-16 00:00:00,operator_19,supervisor_05
